Spectral Dynamics of Learning Restricted Boltzmann Machines,August 2017,"Aurélien Decelle, Giancarlo Fissore, Cyril Furtlehner"
A Machine Learning Approach to Routing,August 2017,"Asaf Valadarsky, Michael Schapira, Dafna Shahaf, Aviv Tamar"
Unsupervised machine learning account of magnetic transitions in the Hubbard model,August 2017,"Kelvin Ch'ng, Nick Vazquez, Ehsan Khatami"
Double-charming Higgs identification using machine-learning assisted jet shapes,August 2017,"Alexander Lenz, Michael Spannowsky, Gilberto Tetlalmatzi-Xolocotzi"
A Machine Learning Based Intrusion Detection System for Software Defined 5G Network,August 2017,"Jiaqi Li, Zhifeng Zhao, Rongpeng Li"
Attentional Factorization Machines: Learning the Weight of Feature Interactions via Attention Networks,August 2017,"Jun Xiao, Hao Ye, Xiangnan He, Hanwang Zhang, Fei Wu, Tat-Seng Chua"
Machine Learning for Survival Analysis: A Survey,August 2017,"Ping Wang, Yan Li, Chandan K. Reddy"
Augmentor: An Image Augmentation Library for Machine Learning,August 2017,"Marcus D. Bloice, Christof Stocker, Andreas Holzinger"
Fundamental Band Gap and Alignment of Two-Dimensional Semiconductors Explored by Machine Learning,August 2017,"Zhen Zhu, Baojuan Dong, Teng Yang, Zhi-Dong Zhang"
Ultra-Fast Reactive Transport Simulations When Chemical Reactions Meet Machine Learning: Chemical Equilibrium,August 2017,"Allan M. M. Leal, Dmitrii A. Kulik, Martin O. Saar"
Data-driven Advice for Applying Machine Learning to Bioinformatics Problems,August 2017,"Randal S. Olson, William La Cava, Zairah Mustahsan, Akshay Varik, Jason H. Moore"
Towards life cycle identification of malaria parasites using machine learning and Riemannian geometry,August 2017,Arash Mehrjou
Designing and building the mlpack open-source machine learning library,August 2017,"Ryan R. Curtin, Marcus Edel"
Learning a Multi-View Stereo Machine,August 2017,"Abhishek Kar, Christian Häne, Jitendra Malik"
Restricted Boltzmann machine to determine the input weights for extreme learning machines,August 2017,"Andre Pacheco, Renato Krohling, Carlos da Silva"
The Stochastic Replica Approach to Machine Learning: Stability and Parameter Optimization,August 2017,"Patrick Chao, Tahereh Mazaheri, Bo Sun, Nicholas B. Weingartner, Zohar Nussinov"
Electricity Theft Detection using Machine Learning,August 2017,Niklas Dahringer
Resolving transition metal chemical space: feature selection for machine learning and structure-property relationships,August 2017,"Jon Paul Janet, Heather J. Kulik"
Evasion Attacks against Machine Learning at Test Time,August 2017,"Battista Biggio, Igino Corona, Davide Maiorca, Blaine Nelson, Nedim Srndic, Pavel Laskov, Giorgio Giacinto, Fabio Roli"
SafePredict: A Meta-Algorithm for Machine Learning That Uses Refusals to Guarantee Correctness,August 2017,"Mustafa A. Kocak, David Ramirez, Elza Erkip, Dennis E. Shasha"
Exploring supersymmetry with machine learning,August 2017,"Jie Ren, Lei Wu, Jin Min Yang, Jun Zhao"
BadNets: Identifying Vulnerabilities in the Machine Learning Model Supply Chain,August 2017,"Tianyu Gu, Brendan Dolan-Gavitt, Siddharth Garg"
Econométrie et Machine Learning,August 2017,"Arthur Charpentier, Emmanuel Flachaire, Antoine Ly"
Machine Learning Inspired Energy-Efficient Hybrid Precoding for MmWave Massive MIMO Systems,August 2017,"Xinyu Gao, Linglong Dai, Ying Sun, Shuangfeng Han, I Chih-Lin"
Machine Learning to Analyze Images of Shocked Materials for Precise and Accurate Measurements,August 2017,"Leora Dresselhaus-Cooper, Marylesa Howard, Margaret C. Hock, B. T. Meehan, Kyle Ramos, Cindy Bolme, Richard L. Sandberg, Keith A. Nelson"
Ease.ml: Towards Multi-tenant Resource Sharing for Machine Learning Workloads,August 2017,"Tian Li, Jie Zhong, Ji Liu, Wentao Wu, Ce Zhang"
Fashion-MNIST: a Novel Image Dataset for Benchmarking Machine Learning Algorithms,August 2017,"Han Xiao, Kashif Rasul, Roland Vollgraf"
Second-Order Optimization for Non-Convex Machine Learning: An Empirical Study,August 2017,"Peng Xu, Farbod Roosta-Khorasani, Michael W. Mahoney"
On the Protection of Private Information in Machine Learning Systems: Two Recent Approaches,August 2017,"Martín Abadi, Úlfar Erlingsson, Ian Goodfellow, H. Brendan McMahan, Ilya Mironov, Nicolas Papernot, Kunal Talwar, Li Zhang"
Representability of algebraic topology for biomolecules in machine learning based scoring and virtual screening,August 2017,"Zixuan Cang, Lin Mu, Guowei Wei"
The Convergence of Machine Learning and Communications,August 2017,"Wojciech Samek, Slawomir Stanczak, Thomas Wiegand"
Machine learning the band gap properties of kesterite I$_2$-II-IV-V$_4$ quaternary compounds for photovoltaics applications,August 2017,"L. Weston, C. Stampfl"
An inexact subsampled proximal Newton-type method for large-scale machine learning,August 2017,"Xuanqing Liu, Cho-Jui Hsieh, Jason D. Lee, Yuekai Sun"
Performance Analysis of Open Source Machine Learning Frameworks for Various Parameters in Single-Threaded and Multi-Threaded Modes,August 2017,"Yuriy Kochura, Sergii Stirenko, Oleg Alienin, Michail Novotarskiy, Yuri Gordienko"
Machine Learning Approach for Detection of nonTor Traffic,August 2017,"Elike Hodo, Xavier Bellekens, Ephraim Iorkyase, Andrew Hamilton, Christos Tachtatzis, Robert Atkinson"
Machine Learning Based Student Grade Prediction: A Case Study,August 2017,"Zafar Iqbal, Junaid Qadir, Adnan Noor Mian, Faisal Kamiran"
A Machine Learning Approach For Identifying Patients with Mild Traumatic Brain Injury Using Diffusion MRI Modeling,August 2017,"Shervin Minaee, Yao Wang, Sohae Chung, Xiuyuan Wang, Els Fieremans, Steven Flanagan, Joseph Rath, Yvonne W. Lui"
Calibrating chemical multisensory devices for real world applications: An in-depth comparison of quantitative Machine Learning approaches,August 2017,"S. De Vito, E. Esposito, M. Salvato, O. Popoola, F. Formisano, R. Jones, G. Di Francia"
Machine Learning Topological Invariants with Neural Networks,August 2017,"Pengfei Zhang, Huitao Shen, Hui Zhai"
Implicit Smartphone User Authentication with Sensors and Contextual Machine Learning,August 2017,"Wei-Han Lee, Ruby B. Lee"
Opportunities and challenges for quantum-assisted machine learning in near-term quantum computers,August 2017,"Alejandro Perdomo-Ortiz, Marcello Benedetti, John Realpe-Gómez, Rupak Biswas"
Quantum-assisted Helmholtz machines: A quantum-classical deep learning framework for industrial datasets in near-term devices,August 2017,"Marcello Benedetti, John Realpe-Gómez, Alejandro Perdomo-Ortiz"
Transfer Learning across Low-Resource Related Languages for Neural Machine Translation,August 2017,"Toan Q. Nguyen, David Chiang"
Learning what to read: Focused machine reading,September 2017,"Enrique Noriega-Atala, Marco A. Valenzuela-Escarcega, Clayton T. Morrison, Mihai Surdeanu"
Lensless-camera based machine learning for image classification,September 2017,"Ganghun Kim, Stefan Kapetanovic, Rachael Palmer, Rajesh Menon"
Machine learning methods for histopathological image analysis,September 2017,"Daisuke Komura, Shumpei Ishikawa"
Automation of Android Applications Testing Using Machine Learning Activities Classification,September 2017,"Ariel Rosenfeld, Odaya Kardashov, Orel Zang"
Machine Learning Spatial Geometry from Entanglement Features,September 2017,"Yi-Zhuang You, Zhao Yang, Xiao-Liang Qi"
Privacy Risk in Machine Learning: Analyzing the Connection to Overfitting,September 2017,"Samuel Yeom, Irene Giacomelli, Matt Fredrikson, Somesh Jha"
Machine Learning and Social Robotics for Detecting Early Signs of Dementia,September 2017,"Patrik Jonell, Joseph Mendelson, Thomas Storskog, Goran Hagman, Per Ostberg, Iolanda Leite, Taras Kucherenko, Olga Mikheeva, Ulrika Akenine, Vesna Jelic, Alina Solomon, Jonas Beskow, Joakim Gustafson, Miia Kivipelto, Hedvig Kjellstrom"
Descriptors for Machine Learning of Materials Data,September 2017,"Atsuto Seko, Atsushi Togo, Isao Tanaka"
Machine learning for analysis of plasma driven Ion source,September 2017,"N. Joshi, O. Meusel, H. Podlech"
Linear vs Nonlinear Extreme Learning Machine for Spectral-Spatial Classification of Hyperspectral Image,September 2017,"Faxian Cao, Zhijing Yang, Jinchang Ren, Mengying Jiang, Wing-Kuen Ling"
An Analysis of ISO 26262: Using Machine Learning Safely in Automotive Software,September 2017,"Rick Salay, Rodrigo Queiroz, Krzysztof Czarnecki"
Machine learning modeling of superconducting critical temperature,September 2017,"Valentin Stanev, Corey Oses, A. Gilad Kusne, Efrain Rodriguez, Johnpierre Paglione, Stefano Curtarolo, Ichiro Takeuchi"
Machine learning \& artificial intelligence in the quantum domain,September 2017,"Vedran Dunjko, Hans J. Briegel"
A Brief Introduction to Machine Learning for Engineers,September 2017,Osvaldo Simeone
Gigamachine: incremental machine learning on desktop computers,September 2017,Eray Özkural
Sparse Representation Based Augmented Multinomial Logistic Extreme Learning Machine with Weighted Composite Features for Spectral Spatial Hyperspectral Image Classification,September 2017,"Faxian Cao, Zhijing Yang, Jinchang Ren, Wing-Kuen Ling"
Photometric redshifts for the Kilo-Degree Survey. Machine-learning analysis with artificial neural networks,September 2017,"M. Bilicki, H. Hoekstra, M. J. I. Brown, V. Amaro, C. Blake, S. Cavuoti, J. T. A. de Jong, C. Georgiou, H. Hildebrandt, C. Wolf, A. Amon, M. Brescia, S. Brough, M. V. Costa-Duarte, T. Erben, K. Glazebrook, A. Grado, C. Heymans, T. Jarrett, S. Joudaki, K. Kuijken, G. Longo, N. Napolitano, D. Parkinson, C. Vellucci , et al. (2 additional authors not shown)"
Jet Substructure at the Large Hadron Collider: A Review of Recent Advances in Theory and Machine Learning,September 2017,"Andrew J. Larkoski, Ian Moult, Benjamin Nachman"
Catalyst design using actively learned machine with non-ab initio input features towards CO2 reduction reactions,September 2017,"Juhwan Noh, Jaehoon Kim, Seoin Back, Yousung Jung"
Detection of Unauthorized IoT Devices Using Machine Learning Techniques,September 2017,"Yair Meidan, Michael Bohadana, Asaf Shabtai, Martin Ochoa, Nils Ole Tippenhauer, Juan Davis Guarnizo, Yuval Elovici"
Machine Learning Assisted Many-Body Entanglement Measurement,September 2017,"Johnnie Gray, Leonardo Banchi, Abolfazl Bayat, Sougato Bose"
Anomaly Detection for a Water Treatment System Using Unsupervised Machine Learning,September 2017,"Jun Inoue, Yoriyuki Yamagata, Yuqi Chen, Christopher M. Poskitt, Jun Sun"
Road Friction Estimation for Connected Vehicles using Supervised Machine Learning,September 2017,"Ghazaleh Panahandeh, Erik Ek, Nasser Mohammadiha"
Leaving the Valley: Charting the Energy Landscape of Metal/Organic Interfaces via Machine Learning,September 2017,"Michael Scherbela, Lukas Hörmann, Andreas Jeindl, Veronika Obersteiner, Oliver T. Hofmann"
Machine learning technique to find quantum many-body ground states of bosons on a lattice,September 2017,"Hiroki Saito, Masaya Kato"
Applying Machine Learning Methods to Enhance the Distribution of Social Services in Mexico,September 2017,"Kris Sankaran, Diego Garcia-Olano, Mobin Javed, Maria Fernanda Alcala-Durand, Adolfo De Unánue, Paul van der Boor, Eric Potash, Roberto Sánchez Avalos, Luis Iñaki Alberro Encinas, Rayid Ghani"
Representation of Reynolds Stress Perturbations with Application in Machine-Learning-Assisted Turbulence Modeling,September 2017,"Jinlong Wu, Rui Sun, Sylvain Laizet, Heng Xiao"
An automatic taxonomy of galaxy morphology using unsupervised machine learning,September 2017,"Alex Hocking, James E. Geach, Yi Sun, Neil Davey"
Machine learning approximation algorithms for high-dimensional fully nonlinear partial differential equations and second-order backward stochastic differential equations,September 2017,"Christian Beck, Weinan E, Arnulf Jentzen"
A Survey of Machine Learning for Big Code and Naturalness,September 2017,"Miltiadis Allamanis, Earl T. Barr, Premkumar Devanbu, Charles Sutton"
Restricted-Boltzmann-Machine Learning for Solving Strongly Correlated Quantum Systems,September 2017,"Yusuke Nomura, Andrew S. Darmawan, Youhei Yamaji, Masatoshi Imada"
Unsupervised Machine Learning for Networking: Techniques Applications and Research Challenges,September 2017,"Muhammad Usama, Junaid Qadir, Aunn Raza, Hunain Arif, Kok-Lim Alvin Yau, Yehia Elkhatib, Amir Hussain, Ala Al-Fuqaha"
Symmetry-Adapted Machine-Learning for Tensorial Properties of Atomistic Systems,September 2017,"Andrea Grisafi, David M. Wilkins, Gábor Csányi, Michele Ceriotti"
Machine learning of molecular properties: locality and active learning,September 2017,"Konstantin Gubaev, Evgeny V. Podryabinkin, Alexander V. Shapeev"
Practical Machine Learning for Cloud Intrusion Detection: Challenges and the Way Forward,September 2017,"Ram Shankar Siva Kumar, Andrew Wicker, Matt Swann"
Yet Another ADNI Machine Learning Paper? Paving The Way Towards Fully-reproducible Research on Classification of Alzheimer's Disease,September 2017,"Jorge Samper-González, Ninon Burgos, Sabrina Fontanella, Hugo Bertin, Marie-Odile Habert, Stanley Durrleman, Theodoros Evgeniou, Olivier Colliot"
Big Data Systems Meet Machine Learning Challenges: Towards Big Data Science as a Service,September 2017,"Radwa Elshawi, Sherif Sakr"
Happy Travelers Take Big Pictures: A Psychological Study with Machine Learning and Big Data,September 2017,"Xuefeng Liang, Lixin Fan, Yuen Peng Loh, Yang Liu, Song Tong"
Machine Learning Models that Remember Too Much,September 2017,"Congzheng Song, Thomas Ristenpart, Vitaly Shmatikov"
Combining Machine Learning and Physics to Understand Glassy Systems,September 2017,Samuel S. Schoenholz
Machine Learning for Networking: Workflow Advances and Opportunities,September 2017,"Mowei Wang, Yong Cui, Xin Wang, Shihan Xiao, Junchen Jiang"
Machine and deep learning techniques in heavy-ion collisions with ALICE,September 2017,Rüdiger Haake
Enhanced Quantum Synchronization via Quantum Machine Learning,September 2017,"F. A. Cárdenas-López, M. Sanz, J. C. Retamal, E. Solano"
Glass-Box Program Synthesis: A Machine Learning Approach,September 2017,"Konstantina Christakopoulou, Adam Tauman Kalai"
A Machine Learning Framework to Forecast Wave Conditions,September 2017,"Scott C. James, Yushan Zhang, Fearghal O'Donncha"
EDEN: Evolutionary Deep Networks for Efficient Machine Learning,September 2017,"Emmanuel Dufourq, Bruce A. Bassett"
Optimizing PID parameters with machine learning,September 2017,Adam Nyberg
Introducing machine learning for power system operation support,September 2017,"Benjamin Donnot, Isabelle Guyon, Marc Schoenauer, Patrick Panciatici, Antoine Marot"
Inference of Personal Attributes from Tweets Using Machine Learning,September 2017,"Take Yo, Kazutoshi Sasahara"
What is the Machine Learning?,September 2017,"Spencer Chang, Timothy Cohen, Bryan Ostdiek"
Heterogeneous Employment Effects of Job Search Programmes: A Machine Learning Approach,September 2017,"Michael Knaus, Michael Lechner, Anthony Strittmatter"
Toward Scalable Machine Learning and Data Mining: the Bioinformatics Case,October 2017,"Faraz Faghri, Sayed Hadi Hashemi, Mohammad Babaeizadeh, Mike A. Nalls, Saurabh Sinha, Roy H. Campbell"
Photonic machine learning implementation for signal recovery in optical communications,October 2017,"Apostolos Argyris, Julián Bueno, Ingo Fischer"
Novel Jet Observables from Machine Learning,October 2017,"Kaustuv Datta, Andrew J. Larkoski"
Estimating Photometric Redshifts for X-ray sources in the X-ATLAS field using machine-learning techniques,October 2017,"G. Mountrichas, A. Corral, V. A. Masoura, I. Georgantopoulos, A. Ruiz, A. Georgakakis, F. J. Carrera, S. Fotopoulou"
Grader variability and the importance of reference standards for evaluating machine learning models for diabetic retinopathy,October 2017,"Jonathan Krause, Varun Gulshan, Ehsan Rahimy, Peter Karth, Kasumi Widner, Greg S. Corrado, Lily Peng, Dale R. Webster"
Enhanced Neural Machine Translation by Learning from Draft,October 2017,"Aodong Li, Shiyue Zhang, Dong Wang, Thomas Fang Zheng"
Machine Learning Based Detection of Clickbait Posts in Social Media,October 2017,"Xinyue Cao, Thai Le, Jason, Zhang"
RG inspired Machine Learning for lattice field theory,October 2017,"S. Foreman, J. Giedt, Y. Meurice, J. Unmuth-Yockey"
QFUN: Towards Machine Learning in QBF,October 2017,Mikoláš Janota
Classification of Solar Wind with Machine Learning,October 2017,"Enrico Camporeale, Algo Carè, Joseph E. Borovsky"
Machine Learning for Drug Overdose Surveillance,October 2017,"Daniel B. Neill, William Herlands"
Performance Prediction and Optimization of Solar Water Heater via a Knowledge-Based Machine Learning Method,October 2017,"Hao Li, Zhijian Liu"
Combined Machine Learning and CALPHAD Approach for Discovering Processing-Structure Relationships in Soft Magnetic Alloys,October 2017,"Rajesh Jha, Nirupam Chakraborti, David Diercks, Aaron Stebner, Cristian V. Ciobanu"
Artificial Neural Networks-Based Machine Learning for Wireless Networks: A Tutorial,October 2017,"Mingzhe Chen, Ursula Challita, Walid Saad, Changchuan Yin, Mérouane Debbah"
On Formalizing Fairness in Prediction with Machine Learning,October 2017,"Pratik Gajane, Mykola Pechenizkiy"
Machine learning quantum mechanics: solving quantum mechanics problems using radial basis function networks,October 2017,Peiyuan Teng
Considerations of automated machine learning in clinical metabolic profiling: Altered homocysteine plasma concentration associated with metformin exposure,October 2017,"Alena Orlenko, Jason H. Moore, Patryk Orzechowski, Randal S. Olson, Junmei Cairns, Pedro J. Caraballo, Richard M. Weinshilboum, Liewei Wang, Matthew K. Breitenstein"
Exploring a potential energy surface by machine learning for characterizing atomic transport,October 2017,"Kenta Kanamori, Kazuaki Toyoura, Junya Honda, Kazuki Hattori, Atsuto Seko, Masayuki Karasuyama, Kazuki Shitara, Motoki Shiga, Akihide Kuwabara, Ichiro Takeuchi"
Using Task Descriptions in Lifelong Machine Learning for Improved Performance and Zero-Shot Transfer,October 2017,"David Isele, Mohammad Rostami, Eric Eaton"
A Machine Learning Potential for Graphene,October 2017,"Patrick Rowe, Gábor Csányi, Dario Alfè, Angelos Michaelides"
Machine Learning Bell Nonlocality in Quantum Many-body Systems,October 2017,Dong-Ling Deng
What Would a Graph Look Like in This Layout? A Machine Learning Approach to Large Graph Visualization,October 2017,"Oh-Hyun Kwon, Tarik Crnovrsanin, Kwan-Liu Ma"
Efficient Data-Driven Geologic Feature Detection from Pre-stack Seismic Measurements using Randomized Machine-Learning Algorithm,October 2017,"Youzuo Lin, Shusen Wang, Jayaraman Thiagarajan, George Guthrie, David Coblentz"
Machine Learning by Unitary Tensor Network of Hierarchical Tree Structure,October 2017,"Ding Liu, Shi-Ju Ran, Peter Wittek, Cheng Peng, Raul Blázquez García, Gang Su, Maciej Lewenstein"
Performance Comparison of Intrusion Detection Systems and Application of Machine Learning to Snort System,October 2017,"Syed Ali Raza Shah, Biju Issac"
Knowledge is at the Edge! How to Search in Distributed Machine Learning Models,October 2017,"Thomas Bach, Muhammad Adnan Tariq, Ruben Mayer, Kurt Rothermel"
Two-stage Algorithm for Fairness-aware Machine Learning,October 2017,"Junpei Komiyama, Hajime Shimao"
Application of machine learning techniques to lepton energy reconstruction in water Cherenkov detectors,October 2017,"E. Drakopoulou, G. A. Cowan, M. D. Needham, S. Playfer, M. Taani"
Linearized machine-learning interatomic potentials for non-magnetic elemental metals: Limitation of pairwise descriptors and trend of predictive power,October 2017,"Akira Takahashi, Atsuto Seko, Isao Tanaka"
Non-covalent interactions across organic and biological subsets of chemical space: Physics-based potentials parametrized from machine learning,October 2017,"Tristan Bereau, Robert A. DiStasio Jr., Alexandre Tkatchenko, O. Anatole von Lilienfeld"
Volumetric Data Exploration with Machine Learning-Aided Visualization in Neutron Science,October 2017,"Yawei Hui, Yaohua Liu"
Operational thermal load forecasting in district heating networks using machine learning and expert advice,October 2017,"Davy Geysen, Oscar De Somer, Christian Johansson, Jens Brage, Dirk Vanhoudt"
Machine learning based localization and classification with atomic magnetometers,October 2017,"Cameron Deans, Lewis D. Griffin, Luca Marmugi, Ferruccio Renzoni"
Machine Learning Techniques for Stellar Light Curve Classification,October 2017,"Trisha Hinners, Kevin Tat, Rachel Thorp"
Can Machine Learning Create an Advocate for Foster Youth?,October 2017,"Meredith Brindley, James Heyes, Darrell Booker"
An End-To-End Machine Learning Pipeline That Ensures Fairness Policies,October 2017,"Samiulla Shaikh, Harit Vishwakarma, Sameep Mehta, Kush R. Varshney, Karthikeyan Natesan Ramamurthy, Dennis Wei"
Themis-ml: A Fairness-aware Machine Learning Interface for End-to-end Discrimination Discovery and Mitigation,October 2017,Niels Bantilan
Machine Learning as Statistical Data Assimilation,October 2017,"H. D. I. Abarbanel, P. J. Rozdeba, S. Shirman"
Machine learning search for variable stars,October 2017,"Ilya N. Pashchenko, Kirill V. Sokolovsky, Panagiotis Gavras"
Using Machine Learning to Replicate Chaotic Attractors and Calculate Lyapunov Exponents from Data,October 2017,"Jaideep Pathak, Zhixin Lu, Brian R. Hunt, Michelle Girvan, Edward Ott"
Quantum machine learning for quantum anomaly detection,October 2017,"Nana Liu, Patrick Rebentrost"
Predicting bioaccumulation using molecular theory: A machine learning approach,October 2017,"Sergey Sosnin, Maksim Misin, Maxim V. Fedorov"
Survey of Machine Learning Techniques for Malware Analysis,October 2017,"Daniele Ucci, Leonardo Aniello, Roberto Baldoni"
Machine learning methods for locating re-entrant drivers from electrograms in a model of atrial fibrillation,October 2017,"Max Falkenberg McGillivray, William Cheng, Nicholas S. Peters, Kim Christensen"
Interpretable Machine Learning for Privacy-Preserving Pervasive Systems,October 2017,"Benjamin Baron, Mirco Musolesi"
Distributed Learning for Low Latency Machine Type Communication in a Massive Internet of Things,October 2017,"Taehyeun Park, Walid Saad"
Calibration of Machine Learning Classifiers for Probability of Default Modelling,October 2017,"Pedro G. Fonseca, Hugo D. Lopes"
Machine learning and parallelism in the reconstruction of LHCb and its upgrade,October 2017,Marian Stahl
Coarse-Grid Computational Fluid Dynamic (CG-CFD) Error Prediction using Machine Learning,October 2017,"Botros N Hanna, Nam T. Dinh, Robert W. Youngblood, Igor A. Bolotnov"
A robust machine learning method for cell-load approximation in wireless networks,October 2017,"Daniyal Amir Awan, Renato L. G. Cavalcante, Slawomir Stanczak"
Iterative Machine Learning for Precision Trajectory Tracking with Series Elastic Actuators,October 2017,"Nathan Banka, W. Tony Piaskowy, Joseph Garbini, Santosh Devasia"
Machine learning vortices at the Kosterlitz-Thouless transition,October 2017,"Matthew J. S. Beach, Anna Golubeva, Roger G. Melko"
Machine learning for crystal identification and discovery,October 2017,"Matthew Spellings, Sharon C Glotzer"
Toward predictive machine learning for active vision,October 2017,Emmanuel Daucé
Rough extreme learning machine: a new classification method based on uncertainty measure,October 2017,"Lin Feng, Shuliang Xu, Feilong Wang, Shenglan Liu"
Improve SAT-solving with Machine Learning,October 2017,Haoze Wu
Intelligent Wireless Communications Enabled by Cognitive Radio and Machine Learning,October 2017,"Xiangwei Zhou, Mingxuan Sun, Geoffrey Ye Li, Biing-Hwang Juang"
Gene Ontology (GO) Prediction using Machine Learning Methods,November 2017,"Haoze Wu, Yangyu Zhou"
Machine learning out-of-equilibrium phases of matter,November 2017,"Jordan Venderley, Vedika Khemani, Eun-Ah Kim"
Applied Machine Learning to Predict Stress Hotspots I: Face Centered Cubic Materials,November 2017,"Ankita Mangal, Elizabeth A. Holm"
Orthogonal Machine Learning: Power and Limitations,November 2017,"Lester Mackey, Vasilis Syrgkanis, Ilias Zadik"
Detection for 5G-NOMA: An Online Adaptive Machine Learning Approach,November 2017,"Daniyal Amir Awan, Renato L. G. Cavalcante, Masahiro Yukawa, Slawomir Stanczak"
Estimating Historical Hourly Traffic Volumes via Machine Learning and Vehicle Probe Data: A Maryland Case Study,November 2017,"Przemysław Sekuła, Nikola Marković, Zachary Vander Laan, Kaveh Farokhi Sadabadi"
BoostClean: Automated Error Detection and Repair for Machine Learning,November 2017,"Sanjay Krishnan, Michael J. Franklin, Ken Goldberg, Eugene Wu"
The Case for Meta-Cognitive Machine Learning: On Model Entropy and Concept Formation in Deep Learning,November 2017,Johan Loeckx
Machine Learning Approach to RF Transmitter Identification,November 2017,"K. Youssef, Louis-S. Bouchard, K. Z. Haigh, H. Krovi, J. Silovsky, C. P. Vander Valk"
An efficient quantum algorithm for generative machine learning,November 2017,"Xun Gao, Zhengyu Zhang, Luming Duan"
Cone Detection using a Combination of LiDAR and Vision-based Machine Learning,November 2017,"Nico Messikommer, Simon Schaefer, Renaud Dubé, Mark Pfeiffer"
Combining Trajectory Optimization Supervised Machine Learning and Model Structure for Mitigating the Curse of Dimensionality in the Control of Bipedal Robots,November 2017,"Xingye Da, Jessy Grizzle"
Quality-Efficiency Trade-offs in Machine Learning for Text Processing,November 2017,"Ricardo Baeza-Yates, Zeinab Liaghat"
Towards Developing Network forensic mechanism for Botnet Activities in the IoT based on Machine Learning Techniques,November 2017,"Nickolaos Koroniotis, Nour Moustafa, Elena Sitnikova, Jill Slay"
Data Fusion and Machine Learning Integration for Transformer Loss of Life Estimation,November 2017,"Mohsen Mahoor, Amin Khodaei"
Machine Learning Based Fast Power Integrity Classifier,November 2017,"HuaChun Zhang, Lynden Kagan, Chen Zheng"
Assessing the Performance of a Machine Learning Algorithm in Identifying Bubbles in Dust Emission,November 2017,"Duo Xu, Stella S. R. Offner"
Poverty Prediction with Public Landsat 7 Satellite Imagery and Machine Learning,November 2017,"Anthony Perez, Christopher Yeh, George Azzari, Marshall Burke, David Lobell, Stefano Ermon"
A machine learning approach for efficient uncertainty quantification using multiscale methods,November 2017,"Shing Chan, Ahmed H. Elsheikh"
Machine Learning for the Geosciences: Challenges and Opportunities,November 2017,"Anuj Karpatne, Imme Ebert-Uphoff, Sai Ravela, Hassan Ali Babaie, Vipin Kumar"
Machine Learning Meets Microeconomics: The Case of Decision Trees and Discrete Choice,November 2017,"Timothy Brathwaite, Akshay Vij, Joan L. Walker"
Accelerating HPC codes on Intel(R) Omni-Path Architecture networks: From particle physics to Machine Learning,November 2017,"Peter Boyle, Michael Chuvelev, Guido Cossu, Christopher Kelly, Christoph Lehner, Lawrence Meadows"
Application of Machine Learning for Channel based Message Authentication in Mission Critical Machine Type Communication,November 2017,"Andreas Weinand, Michael Karrenbauer, Raja Sattiraju, Hans D. Schotten"
An Accelerated Communication-Efficient Primal-Dual Optimization Framework for Structured Machine Learning,November 2017,"Chenxin Ma, Martin Jaggi, Frank E. Curtis, Nathan Srebro, Martin Takáč"
Optimizing Kernel Machines using Deep Learning,November 2017,"Huan Song, Jayaraman J. Thiagarajan, Prasanna Sattigeri, Andreas Spanias"
A Machine Learning Approach to Modeling Human Migration,November 2017,"Caleb Robinson, Bistra Dilkina"
Real-Time Document Image Classification using Deep CNN and Extreme Learning Machines,November 2017,"Andreas Kölsch, Muhammad Zeshan Afzal, Markus Ebbecke, Marcus Liwicki"
Identifying and Managing Technical Debt in Database Normalization Using Machine Learning and Trade-off Analysis,November 2017,"Mashel Albarak, Muna Alrazgan, Rami Bahsoon"
Wikipedia for Smart Machines and Double Deep Machine Learning,November 2017,Moshe BenBassat
How Wrong Am I? - Studying Adversarial Examples and their Impact on Uncertainty in Gaussian Process Machine Learning Models,November 2017,"Kathrin Grosse, David Pfaff, Michael Thomas Smith, Michael Backes"
Hardening Quantum Machine Learning Against Adversaries,November 2017,"Nathan Wiebe, Ram Shankar Siva Kumar"
Learning to Organize Knowledge and Answer Questions with N-Gram Machines,November 2017,"Fan Yang, Jiazhong Nie, William W. Cohen, Ni Lao"
Methodology study of machine learning for the neutron star equation of state,November 2017,"Yuki Fujimoto, Kenji Fukushima, Koichi Murase"
Machine Learning Approaches for Traffic Volume Forecasting: A Case Study of the Moroccan Highway Network,November 2017,"Abderrahim Khalifa, Younes Idsouguou, Loubna Benabbou, Mourad Zirari"
Household poverty classification in data-scarce environments: a machine learning approach,November 2017,"Varun Kshirsagar, Jerzy Wieczorek, Sharada Ramanathan, Rachel Wells"
Discover Your Competition in LTE: Client-Based Passive Data Rate Prediction by Machine Learning,November 2017,"Robert Falkenberg, Karsten Heimann, Christian Wietfeld"
Deep Reinforcement Learning for Multi-Resource Multi-Machine Job Scheduling,November 2017,"Weijia Chen, Yuedong Xu, Xiaofeng Wu"
Teaching a Machine to Read Maps with Deep Reinforcement Learning,November 2017,"Gino Brunner, Oliver Richter, Yuyi Wang, Roger Wattenhofer"
Optimistic Robust Optimization With Applications To Machine Learning,November 2017,"Matthew Norton, Akiko Takeda, Alexander Mafusalov"
On Breast Cancer Detection: An Application of Machine Learning Algorithms on the Wisconsin Diagnostic Dataset,November 2017,Abien Fred Agarap
