MusicMood: Predicting the mood of music from song lyrics using machine learning,Nov-16,
Dual Learning for Machine Translation,Nov-16,
The Machine Learning Algorithm as Creative Musical Tool,Nov-16,
TorchCraft: a Library for Machine Learning Research on Real-Time Strategy Games,Nov-16,
Extracting Actionability from Machine Learning Models by Sub-optimal Deterministic Planning,Nov-16,
Adversarial Machine Learning at Scale,Nov-16,
Quantum Loop Topography for Machine Learning,Nov-16,
Solar Flare Prediction Model with Three Machine-Learning Algorithms Using Ultraviolet Brightening and Vector Magnetogram,Nov-16,
METAPHOR: A machine learning based method for the probability density estimation of photometric redshifts,Nov-16,
Accelerating the BSM interpretation of LHC data with machine learning,Nov-16,
Helping HPC Users Specify Job Memory Requirements via Machine Learning,Nov-16,
Energy-efficient Machine Learning in Silicon: A Communications-inspired Approach,Nov-16,
SoK: Applying Machine Learning in Security - A Survey,Nov-16,
Machine-learning based interatomic potential for amorphous carbon,Nov-16,
Machine learning methods for nanolaser characterization,Nov-16,
Using text mining and machine learning for detection of child abuse,Nov-16,
Towards the Science of Security and Privacy in Machine Learning,Nov-16,
Accurate Interatomic Force Fields via Machine Learning with Covariant Kernels,Nov-16,
An Introduction to MM Algorithms for Machine Learning and Statistical,Nov-16,
Responses to Critiques on Machine Learning of Criminality Perceptions (Addendum of arXiv:1611.04135),Nov-16,
Gravity Spy: Integrating Advanced LIGO Detector Characterization Machine Learning and Citizen Science,Nov-16,
Machine Learning of Accurate Energy-Conserving Molecular Force Fields,Nov-16,
AdversariaLib: An Open-source Library for the Security Evaluation of Machine Learning Algorithms Under Attack,Nov-16,
Machine Learning Approach for Skill Evaluation in Robotic-Assisted Surgery,Nov-16,
The Life of Lazarillo de Tormes and of His Machine Learning Adversities,Nov-16,
Data Science in Service of Performing Arts: Applying Machine Learning to Predicting Audience Preferences,Nov-16,
A Machine Learning Approach to Model the Received Signal in Molecular Communications,Nov-16,
Genetic optimization of training sets for improved machine learning models of molecular properties,Nov-16,
On Human Intellect and Machine Failures: Troubleshooting Integrative Machine Learning Systems,Nov-16,
Machine-Learned Identification of RR Lyrae Stars from Sparse Multi-band Data: the PS1 Sample,Nov-16,
Representation of compounds for machine-learning prediction of physical properties,Nov-16,
Machine Learning on Human Connectome Data from MRI,Nov-16,
Proceedings of NIPS 2016 Workshop on Interpretable Machine Learning for Complex Systems,Nov-16,
Quantum Machine Learning,Nov-16,
Machine Learning for Dental Image Analysis,Nov-16,
Behavior-Based Machine-Learning: A Hybrid Approach for Predicting Human Decision Making,Nov-16,
SLA Violation Prediction In Cloud Computing: A Machine Learning Perspective,Nov-16,
Learning Operations on a Stack with Neural Turing Machines,Dec-16,
Neural Symbolic Machines: Learning Semantic Parsers on Freebase with Weak Supervision (Short Version),Dec-16,
Understanding and Optimizing the Performance of Distributed Machine Learning Applications on Apache Spark,Dec-16,
Statistical mechanics of unsupervised feature learning in a restricted Boltzmann machine with binary synapses,Dec-16,
Learning in the Machine: Random Backpropagation and the Deep Learning Channel,Dec-16,
Smart Scheduling of Continuous Data-Intensive Workflows with Machine Learning Triggered Execution,Dec-16,
Towards a cognitive MAC layer: Predicting the MAC-level performance in Dynamic WSN using Machine learning,Dec-16,
Identification of release sources in advection-diffusion system by machine learning combined with Green function inverse method,Dec-16,
Corporate Disruption in the Science of Machine Learning,Dec-16,
TF.Learn: TensorFlow's High-level Module for Distributed Machine Learning,Dec-16,
Bayesian Optimization for Machine Learning : A Practical Guidebook,Dec-16,
The VQA-Machine: Learning How to Use Existing Vision Algorithms to Answer New Questions,Dec-16,
Neuromorphic Deep Learning Machines,Dec-16,
Reinforcement Learning Using Quantum Boltzmann Machines,Dec-16,
Machine Learning Linear and Bayesian Models for Logistic Regression in Failure Detection Problems,Dec-16,
Machine learning and multivariate goodness of fit,Dec-16,
Identification of Interesting Objects in Large Spectral Surveys Using Highly Parallelized Machine Learning,Dec-16,
Hardware for Machine Learning: Challenges and Opportunities,Dec-16,
Deep Learning and Its Applications to Machine Health Monitoring: A Survey,Dec-16,
Stacking machine learning classifiers to identify Higgs bosons at the LHC,Dec-16,
"""What is Relevant in a Text Document?"": An Interpretable Machine Learning Approach",Dec-16,
Joint Network Coding and Machine Learning for Error-prone Wireless Broadcast,Dec-16,
The interplay between system identification and machine learning,Dec-16,
A hybrid approach to supervised machine learning for algorithmic melody composition,Dec-16,
Digital Advertising Traffic Operation: Machine Learning for Process Discovery,Jan-17,
A Review of Neural Network Based Machine Learning Approaches for Rotor Angle Stability Control,Jan-17,
OpenML: An R Package to Connect to the Machine Learning Platform OpenML,Jan-17,
Predicting Economic Recessions Using Machine Learning Algorithms,Jan-17,
Rate Constants for Fine-Structure Excitations in O-H Collisions with Error Bars Obtained by Machine Learning,Jan-17,
Machine Learning of Linear Differential Equations using Gaussian Processes,Jan-17,
An Accurate Interconnect Test Structure for Parasitic Validation in On-Chip Machine Learning Accelerators,Jan-17,
Predicting the Plant Root-Associated Ecological Niche of 21 Pseudomonas Species Using Machine Learning and Metabolic Modeling,Jan-17,
Error modeling for surrogates of dynamical systems using machine learning,Jan-17,
Development of a Machine Learning Based Analysis Chain for the Measurement of Atmospheric Muon Spectra with IceCube,Jan-17,
Identifying polymer states by machine learning,Jan-17,
On The Construction of Extreme Learning Machine for Online and Offline One-Class Classification - An Expanded Toolbox,Jan-17,
Summoning Demons: The Pursuit of Exploitable Bugs in Machine Learning,Jan-17,
A Machine Learning Alternative to P-values,Jan-17,
Combining machine learning techniques microanalyses and large geochemical datasets for tephrochronological studies in complex volcanic areas: new age constraints for the Pleistocene magmatism of Central Italy,Jan-17,
ENIGMA: Efficient Learning-based Inference Guiding Machine,Jan-17,
Constant Size Molecular Descriptors For Use With Machine Learning,Jan-17,
A Comprehensive Physics-Informed Machine Learning Framework for Predictive Turbulence Modeling,Jan-17,
Malicious URL Detection using Machine Learning: A Survey,Jan-17,
Learn&Fuzz: Machine Learning for Input Fuzzing,Jan-17,
Source localization in an ocean waveguide using supervised machine learning,Jan-17,
Double/Debiased/Neyman Machine Learning of Treatment Effects,Jan-17,
Understanding food inflation in India: A Machine Learning approach,Jan-17,
Machine learning based compact photonic structure design for strong light confinement,Feb-17,
Procedural Content Generation via Machine Learning (PCGML),Feb-17,
Learning Criticality in an Embodied Boltzmann Machine,Feb-17,
Towards Better Analysis of Machine Learning Models: A Visual Analytics Perspective,Feb-17,
How well can machine learning predict demographics of social media users?,Feb-17,
Integration of Machine Learning Techniques to Evaluate Dynamic Customer Segmentation Analysis for Mobile Customers,Feb-17,
Comparison of machine learning methods for classifying mediastinal lymph node metastasis of non-small cell lung cancer from 18F-FDG PET/CT images,Feb-17,
A Deterministic and Generalized Framework for Unsupervised Learning with Restricted Boltzmann Machines,Feb-17,
Learning to Parse and Translate Improves Neural Machine Translation,Feb-17,
Intercomparison of Machine Learning Methods for Statistical Downscaling: The Case of Daily and Extreme Precipitation,Feb-17,
Machine learning prediction errors better than DFT accuracy,Feb-17,
Machine Learning Predicts Laboratory Earthquakes,Feb-17,
Automated Verification and Synthesis of Embedded Systems using Machine Learning,Feb-17,
Estimating Extinction using Unsupervised Machine Learning,Feb-17,
Towards A Rigorous Science of Interpretable Machine Learning,Feb-17,
Multi-Sensor Data Pattern Recognition for Multi-Target Localization: A Machine Learning Approach,Mar-17,
SARAH: A Novel Method for Machine Learning Problems Using Stochastic Recursive Gradient,Mar-17,
HolStep: A Machine Learning Dataset for Higher-order Logic Theorem Proving,Mar-17,
PMLB: A Large Benchmark Suite for Machine Learning Evaluation and Comparison,Mar-17,
MoleculeNet: A Benchmark for Molecular Machine Learning,Mar-17,
Compositional Falsification of Cyber-Physical Systems with Machine Learning Components,Mar-17,
Machine Learning on Sequential Data Using a Recurrent Weighted Average,Mar-17,
Learning styles: Literature versus machine learning,Mar-17,
Machine Learning Applications in Estimating Transformer Loss of Life,Mar-17,
A Machine-Learning Framework for Design for Manufacturability,Mar-17,
Machine Learning Friendly Set Version of Johnson-Lindenstrauss Lemma,Mar-17,
A Statistical Machine Learning Approach to Yield Curve Forecasting,Mar-17,
Linear Machine Learning and Probabilistic Approaches for Time Series Analysis,Mar-17,
Evaluation of Machine Learning Methods to Predict Coronary Artery Disease Using Metabolomic Data,Mar-17,
METAPHOR: Probability density estimation for machine learning based photometric redshifts,Mar-17,
An investigation into machine learning approaches for forecasting spatio-temporal demand in ride-hailing service,Mar-17,
Byzantine-Tolerant Machine Learning,Mar-17,
Real-Time Machine Learning: The Missing Pieces,Mar-17,
Communication-Efficient Distributed Dual Coordinate Ascent for Machine Learning in General Tree Networks,Mar-17,
Neural Graph Machines: Learning Neural Networks Using Graphs,Mar-17,
On the Importance of Super-Gaussian Speech Priors for Machine-Learning Based Speech Enhancement,Mar-17,
Using Human Brain Activity to Guide Machine Learning,Mar-17,
Fraternal Twins: Unifying Attacks on Machine Learning and Digital Watermarking,Mar-17,
Reservoir Computing and Extreme Learning Machines using Pairs of Cellular Automata Rules,Mar-17,
Machine learning approach for early detection of autism by combining questionnaire and home video screening,Mar-17,
Discovering the Building Blocks of Atomic Systems using Machine Learning,Mar-17,
Practical Coreset Constructions for Machine Learning,Mar-17,
Applying Deep Machine Learning for psycho-demographic profiling of Internet users using O.C.E.A.N. model of personality,Mar-17,
Black-Box Optimization in Machine Learning with Trust Region Based Derivative Free Algorithm,Mar-17,
PriMaL: A Privacy-Preserving Machine Learning Method for Event Detection in Distributed Sensor Networks,Mar-17,
Machine Learning Based Source Code Classification Using Syntax Oriented Features,Mar-17,
Perspective: Energy Landscapes for Machine Learning,Mar-17,
Fast Stochastic Variance Reduced Gradient Method with Momentum Acceleration for Machine Learning,Mar-17,
The Dependence of Machine Learning on Electronic Medical Record Quality,Mar-17,
Automatic Temperature Setpoint Tuning of a Thermoforming Machine using Fuzzy Terminal Iterative Learning Control,Mar-17,
The Top 10 Topics in Machine Learning Revisited: A Quantitative Meta-Study,Mar-17,
Smartphone Based Colorimetric Detection via Machine Learning,Mar-17,
Agent-Based Model Calibration using Machine Learning Surrogates,Mar-17,
EMULATOR vs REAL PHONE: Android Malware Detection Using Machine Learning,Mar-17,
The Risk of Machine Learning,Mar-17,
Discovering Phases Phase Transitions and Crossovers through Unsupervised Machine Learning: A critical examination,Apr-17,
Machine Learning based Channel Modeling for Molecular MIMO Communications,Apr-17,
AMIDST: a Java Toolbox for Scalable Probabilistic Machine Learning,Apr-17,
Enhancing Robustness of Machine Learning Systems via Data Transformations,Apr-17,
Learning from Multi-View Multi-Way Data via Structural Factorization Machines,Apr-17,
What do Neural Machine Translation Models Learn about Morphology?,Apr-17,
A Proof of Orthogonal Double Machine Learning with $Z$-Estimators,Apr-17,
Determining Song Similarity via Machine Learning Techniques and Tagging Information,Apr-17,
Learning Joint Multilingual Sentence Representations with Neural Machine Translation,Apr-17,
Big Universe Big Data: Machine Learning and Image Analysis for Astronomy,Apr-17,
Separation of pulsar signals from noise with supervised machine learning algorithms,Apr-17,
Machine Learning and the Future of Realism,Apr-17,
Urban Data Streams and Machine Learning: A Case of Swiss Real Estate Market,Apr-17,
Morpheo: Traceable Machine Learning on Hidden data,Apr-17,
Kernel methods for interpretable machine learning of order parameters,Apr-17,
Machine Learning Based Real Bogus System for HSC-SSP Moving Object Detecting Pipeline,Apr-17,
Unified Representation of Molecules and Crystals for Machine Learning,Apr-17,
Towards Distributed Machine Learning in Shared Clusters: A Dynamically-Partitioned Approach,Apr-17,
A General Theory for Training Learning Machine,Apr-17,
A Machine Learning Approach to Improving Occupational Income Scores,Apr-17,
A New Type of Neurons for Machine Learning,Apr-17,
Machine Learning-based Energy Reconstruction for Water-Cherenkov detectors,Apr-17,
Yes Machine Learning Can Be More Secure! A Case Study on Android Malware Detection,Apr-17,
Retrieving the quantitative chemical information at nanoscale from SEM EDX measurements by Machine Learning,May-17,
Attacking Machine Learning models as part of a cyber kill chain,May-17,
Transforming Bell's Inequalities into State Classifiers with Machine Learning,May-17,
Machine learning reveals orbital interaction in crystalline materials,May-17,
Machine Learning for Better Models for Predicting Bond Prices,May-17,
A Separability-Entanglement Classifier via Machine Learning,May-17,
Machine Learning $\mathbb{Z}_{2}$ Quantum Spin Liquids with Quasi-particle Statistics,May-17,
Machine Learning with World Knowledge: The Position and Survey,May-17,
Benchmark Dataset for Mid-Price Forecasting of Limit Order Book Data with Machine Learning Methods,May-17,
Machine Learning Techniques for Mortality Modeling,May-17,
Machine learning methods for multimedia information retrieval,May-17,
Determinants of gait stability while walking on a treadmill: a machine learning approach,May-17,
Probabilistic Matrix Factorization for Automated Machine Learning,May-17,
Distributed Statistical Machine Learning in Adversarial Settings: Byzantine Gradient Descent,May-17,
Machine Learning of Explicit Order Parameters: From the Ising Model to SU(2) Lattice Gauge Theory,May-17,
Machine Learning Molecular Dynamics for the Simulation of Infrared Spectra,May-17,
Supervised Machine Learning for Signals Having RRC Shaped Pulses,May-17,
Stellar Parameters in an Instant with Machine Learning: Application to Kepler LEGACY Targets,May-17,
Improving galaxy morphology with machine learning,May-17,
CDS Rate Construction Methods by Machine Learning Techniques,May-17,
Machine learning for classification and quantification of monoclonal antibody preparations for cancer therapy,May-17,
Machine learning modeling for time series problem: Predicting flight ticket prices,May-17,
Honey Bee Dance Modeling in Real-time using Machine Learning,May-17,
Infrastructure for Usable Machine Learning: The Stanford DAWN Project,May-17,
Iterative Machine Learning for Output Tracking,May-17,
Machine-learning-assisted correction of correlated qubit errors in a topological code,May-17,
Effective injury forecasting in soccer with GPS training data and machine learning,May-17,
Learning to Succeed while Teaching to Fail: Privacy in Closed Machine Learning Systems,May-17,
The Marginal Value of Adaptive Gradient Methods in Machine Learning,May-17,
Soil Property and Class Maps of the Conterminous US at 100 meter Spatial Resolution based on a Compilation of National Soil Point Observations and Machine Learning,May-17,
Personalized and Private Peer-to-Peer Machine Learning,May-17,
Towards Interrogating Discriminative Machine Learning Models,May-17,
Robust FCC solute diffusion predictions from ab-initio machine learning methods,May-17,
Friendship and Selfishness Forwarding: applying machine learning techniques to Opportunistic Networks data forwarding,May-17,
Detecting Malignant TLS Servers Using Machine Learning Techniques,May-17,
Multimodal Machine Learning: A Survey and Taxonomy,May-17,
Machine learning for graph-based representations of three-dimensional discrete fracture networks,May-17,
Machine Learned Learning Machines,May-17,
Solving the Conjugacy Decision Problem via Machine Learning,May-17,
Machine learning for precision psychiatry,May-17,
The ALAMO approach to machine learning,May-17,
Learning When to Attend for Neural Machine Translation,May-17,
Feature Extraction for Machine Learning Based Crackle Detection in Lung Sounds from a Health Survey,Jun-17,
Machine Learning Unifies the Modelling of Materials and Molecules,Jun-17,
Materials Screening for the Discovery of New Half-Heuslers: Machine Learning versus Ab Initio Methods,Jun-17,
Krylov Subspace Recycling for Fast Iterative Least-Squares in Machine Learning,Jun-17,
Active learning machine learns to create new quantum experiments,Jun-17,
Financial Series Prediction: Comparison Between Precision of Time Series Models and Machine Learning Methods,Jun-17,
Automatic Response Assessment in Regions of Language Cortex in Epilepsy Patients Using ECoG-based Functional Mapping and Machine Learning,Jun-17,
Beyond Volume: The Impact of Complex Healthcare Data on the Machine Learning Pipeline,Jun-17,
Extended Sammon Projection and Wavelet Kernel Extreme Learning Machine for Gait-Based Legitimate User Identification on Smartphones,Jun-17,
Online Adaptive Machine Learning Based Algorithm for Implied Volatility Surface Modeling,Jun-17,
Designing magnetism in Fe-based Heusler alloys: a machine learning approach,Jun-17,
Comparative Analysis of Open Source Frameworks for Machine Learning with Use Case in Single-Threaded and Multi-Threaded Modes,Jun-17,
A machine learning approach to drug repositioning based on drug expression profiles: Applications to schizophrenia and depression/anxiety disorders,Jun-17,
Online Learning for Neural Machine Translation Post-editing,Jun-17,
Machine Learning of Calabi-Yau Volumes,Jun-17,
Meta-learners for Estimating Heterogeneous Treatment Effects using Machine Learning,Jun-17,
Probability density estimation of photometric redshifts based on machine learning,Jun-17,
Context encoding enables machine learning-based quantitative photoacoustics,Jun-17,
Automated Poisoning Attacks and Defenses in Malware Detection Systems: An Adversarial Machine Learning Approach,Jun-17,
Consensus-Based Transfer Linear Support Vector Machines for Decentralized Multi-Task Multi-Agent Learning,Jun-17,
Recent advances in accelerated discovery through machine learning and statistical inference,Jun-17,
Efficient and Accurate Machine-Learning Interpolation of Atomic Energies in Compositions with Many Species,Jun-17,
A giant with feet of clay: on the validity of the data that feed machine learning in medicine,Jun-17,
A hybrid supervised/unsupervised machine learning approach to solar flare prediction,Jun-17,
Temporal-related Convolutional-Restricted-Boltzmann-Machine capable of learning relational order via reinforcement learning procedure?,Jun-17,
StreamLearner: Distributed Incremental Machine Learning on Event Streams: Grand Challenge,Jun-17,
Optimal choice: new machine learning problem and its solution,Jun-17,
On conditional parity as a notion of non-discrimination in machine learning,Jun-17,
Developing Bug-Free Machine Learning Systems With Formal Mathematics,Jun-17,
The Fog of War: A Machine Learning Approach to Forecasting Weather on Mars,Jun-17,
Accurate Force Field for Molybdenum by Machine Learning Large Materials Data,Jun-17,
Logics and practices of transparency and opacity in real-world applications of public sector machine learning,Jun-17,
(Machine) Learning to Do More with Less,Jun-17,
Machine Learning Approaches to Energy Consumption Forecasting in Households,Jun-17,
Two-Stage Synthesis Networks for Transfer Learning in Machine Comprehension,Jun-17,
"The Authority of ""Fair"" in Machine Learning",Jun-17,
Persistence Diagrams with Linear Machine Learning Models,Jun-17,
Solving petrological problems through machine learning: the study case of tectonic discrimination using geochemical and isotopic data,Jun-17,
Optimization Methods for Supervised Machine Learning: From Linear Models to Deep Learning,Jun-17,
Achieving DFT accuracy with a machine-learning interatomic potential: thermomechanics and defects in bcc ferromagnetic iron,Jun-17,
Machine Learning in the String Landscape,Jul-17,
Quantum phase recognition via unsupervised machine learning,Jul-17,
Face Recognition with Machine Learning in OpenCV_ Fusion of the results with the Localization Data of an Acoustic Camera for Speaker Identification,Jul-17,
Stochastic Distributed and Federated Optimization for Machine Learning,Jul-17,
Machine Learning Deepest Learning: Statistical Data Assimilation Problems,Jul-17,
Machine-Learning Tests for Effects on Multiple Outcomes,Jul-17,
Detection of AQM on Paths using Machine Learning Methods,Jul-17,
Exploiting the Tradeoff between Program Accuracy and Soft-error Resiliency Overhead for Machine Learning Workloads,Jul-17,
Learning the Einstein-Podolsky-Rosen correlations on a Restricted Boltzmann Machine,Jul-17,
A Survey on Resilient Machine Learning,Jul-17,
Machine Learning in Appearance-based Robot Self-localization,Jul-17,
Benchmarking Data Analysis and Machine Learning Applications on the Intel KNL Many-Core Processor,Jul-17,
Machine Learning for RealisticBall Detection in RoboCup SPL,Jul-17,
Catching Zika Fever: Application of Crowdsourcing and Machine Learning for Tracking Health Misinformation on Twitter,Jul-17,
Foolbox: A Python toolbox to benchmark the robustness of machine learning models,Jul-17,
"The ""DNA"" of chemistry: Scalable quantum machine learning with ""amons""",Jul-17,
Machine learning techniques to select Be star candidates. An application in the OGLE-IV Gaia south ecliptic pole field,Jul-17,
Unveiling two types of local order in liquid water using machine learning,Jul-17,
Machine learning application in the life time of materials,Jul-17,
Machine learning application in online lending risk prediction,Jul-17,
Minimax deviation strategies for machine learning and recognition with short learning samples,Jul-17,
A Machine Learning Approach for Evaluating Creative Artifacts,Jul-17,
Meaningless comparisons lead to false optimism in medical machine learning,Jul-17,
Machine Learning for Quantum Dynamics: Deep Learning of Excitation Energy Transfer Properties,Jul-17,
Machine Learning for Large-Scale Quality Control of 3D Shape Models in Neuroimaging,Jul-17,
A Nonlinear Kernel Support Matrix Machine for Matrix Learning,Jul-17,
Decoupled classifiers for fair and efficient machine learning,Jul-17,
Machine Teaching: A New Paradigm for Building Machine Learning Systems,Jul-17,
Machine Learning for Structured Clinical Data,Jul-17,
A signature-based machine learning model for bipolar disorder and borderline personality disorder,Jul-17,
Machine Learning and Materials Informatics: Recent Applications and Prospects,Jul-17,
Reinforcement Learning for Bandit Neural Machine Translation with Simulated Human Feedback,Jul-17,
Copy the dynamics using a learning machine,Jul-17,
Desensitized RDCA Subspaces for Compressive Privacy in Machine Learning,Jul-17,
Machine Translation at Booking.com: Journey and Lessons Learned,Jul-17,
Dragon: A Computation Graph Virtual Machine Based Deep Learning Framework,Jul-17,
A Robust Multi-Batch L-BFGS Method for Machine Learning,Jul-17,
Quantum machine learning: a classical perspective,Jul-17,
Pileup Mitigation with Machine Learning (PUMML),Jul-17,
A Shared Task on Bandit Learning for Machine Translation,Jul-17,
Counterfactual Learning from Bandit Feedback under Deterministic Logging: A Case Study in Statistical Machine Translation,Jul-17,
From 4G to 5G: Self-organized Network Management meets Machine Learning,Jul-17,
Curriculum Learning and Minibatch Bucketing in Neural Machine Translation,Jul-17,
MLBench: How Good Are Machine Learning Clouds for Binary Classification Tasks on Structured Data?,Jul-17,
Predicting phase behavior of grain boundaries with evolutionary search and machine learning,Jul-17,
Solving the Bose-Hubbard model with machine learning,Jul-17,
Skill2vec: Machine Learning Approach for Determining the Relevant Skills from Job Description,Jul-17,
Review of Machine Learning Algorithms in Differential Expression Analysis,Jul-17,
Machine-learning-based nonlinear decomposition of CT images for metal artifact reduction,Aug-17,
Application of machine learning for hematological diagnosis,Aug-17,
Hidden Physics Models: Machine Learning of Nonlinear Partial Differential Equations,Aug-17,
Fairness-aware machine learning: a perspective,Aug-17,
Machine learning for neural decoding,Aug-17,
Exploiting Linguistic Resources for Neural Machine Translation Using Multi-task Learning,Aug-17,
A glass-box interactive machine learning approach for solving NP-hard problems with the human-in-the-loop,Aug-17,
Applying advanced machine learning models to classify electro-physiological activity of human brain for use in biometric identification,Aug-17,
The UMD Neural Machine Translation Systems at WMT17 Bandit Learning Task,Aug-17,
AccurateML: Information-aggregation-based Approximate Processing for Fast and Accurate Machine Learning on MapReduce,Aug-17,
Exploring the Function Space of Deep-Learning Machines,Aug-17,
HTM-MAT: An online prediction software toolbox based on cortical machine learning algorithm,Aug-17,
Machine learning in sentiment reconstruction of the simulated stock market,Aug-17,
An Approach with Toric Varieties for Singular Learning Machines,Aug-17,
Beyond the technical challenges for deploying Machine Learning solutions in a software company,Aug-17,
Cascade Adversarial Machine Learning Regularized with a Unified Embedding,Aug-17,
TensorFlow Estimators: Managing Simplicity vs. Flexibility in High-Level Machine Learning Frameworks,Aug-17,
Proceedings of the 2017 ICML Workshop on Human Interpretability in Machine Learning (WHI 2017),Aug-17,
Conceptual and practical bases for the high accuracy of machine learning interatomic potential,Aug-17,
Spectral Dynamics of Learning Restricted Boltzmann Machines,Aug-17,
A Machine Learning Approach to Routing,Aug-17,
Unsupervised machine learning account of magnetic transitions in the Hubbard model,Aug-17,
Double-charming Higgs identification using machine-learning assisted jet shapes,Aug-17,
A Machine Learning Based Intrusion Detection System for Software Defined 5G Network,Aug-17,
Attentional Factorization Machines: Learning the Weight of Feature Interactions via Attention Networks,Aug-17,
Machine Learning for Survival Analysis: A Survey,Aug-17,
Augmentor: An Image Augmentation Library for Machine Learning,Aug-17,
Fundamental Band Gap and Alignment of Two-Dimensional Semiconductors Explored by Machine Learning,Aug-17,
Ultra-Fast Reactive Transport Simulations When Chemical Reactions Meet Machine Learning: Chemical Equilibrium,Aug-17,
Data-driven Advice for Applying Machine Learning to Bioinformatics Problems,Aug-17,
Towards life cycle identification of malaria parasites using machine learning and Riemannian geometry,Aug-17,
Designing and building the mlpack open-source machine learning library,Aug-17,
Learning a Multi-View Stereo Machine,Aug-17,
Restricted Boltzmann machine to determine the input weights for extreme learning machines,Aug-17,
The Stochastic Replica Approach to Machine Learning: Stability and Parameter Optimization,Aug-17,
Electricity Theft Detection using Machine Learning,Aug-17,
Resolving transition metal chemical space: feature selection for machine learning and structure-property relationships,Aug-17,
Evasion Attacks against Machine Learning at Test Time,Aug-17,
SafePredict: A Meta-Algorithm for Machine Learning That Uses Refusals to Guarantee Correctness,Aug-17,
Exploring supersymmetry with machine learning,Aug-17,
BadNets: Identifying Vulnerabilities in the Machine Learning Model Supply Chain,Aug-17,
Econométrie et Machine Learning,Aug-17,
Machine Learning Inspired Energy-Efficient Hybrid Precoding for MmWave Massive MIMO Systems,Aug-17,
Machine Learning to Analyze Images of Shocked Materials for Precise and Accurate Measurements,Aug-17,
Ease.ml: Towards Multi-tenant Resource Sharing for Machine Learning Workloads,Aug-17,
Fashion-MNIST: a Novel Image Dataset for Benchmarking Machine Learning Algorithms,Aug-17,
Second-Order Optimization for Non-Convex Machine Learning: An Empirical Study,Aug-17,
On the Protection of Private Information in Machine Learning Systems: Two Recent Approaches,Aug-17,
Representability of algebraic topology for biomolecules in machine learning based scoring and virtual screening,Aug-17,
The Convergence of Machine Learning and Communications,Aug-17,
Machine learning the band gap properties of kesterite I$_2$-II-IV-V$_4$ quaternary compounds for photovoltaics applications,Aug-17,
An inexact subsampled proximal Newton-type method for large-scale machine learning,Aug-17,
Performance Analysis of Open Source Machine Learning Frameworks for Various Parameters in Single-Threaded and Multi-Threaded Modes,Aug-17,
Machine Learning Approach for Detection of nonTor Traffic,Aug-17,
Machine Learning Based Student Grade Prediction: A Case Study,Aug-17,
A Machine Learning Approach For Identifying Patients with Mild Traumatic Brain Injury Using Diffusion MRI Modeling,Aug-17,
Calibrating chemical multisensory devices for real world applications: An in-depth comparison of quantitative Machine Learning approaches,Aug-17,
Machine Learning Topological Invariants with Neural Networks,Aug-17,
Implicit Smartphone User Authentication with Sensors and Contextual Machine Learning,Aug-17,
Opportunities and challenges for quantum-assisted machine learning in near-term quantum computers,Aug-17,
Quantum-assisted Helmholtz machines: A quantum-classical deep learning framework for industrial datasets in near-term devices,Aug-17,
Transfer Learning across Low-Resource Related Languages for Neural Machine Translation,Aug-17,
Learning what to read: Focused machine reading,Sep-17,
Lensless-camera based machine learning for image classification,Sep-17,
Machine learning methods for histopathological image analysis,Sep-17,
Automation of Android Applications Testing Using Machine Learning Activities Classification,Sep-17,
Machine Learning Spatial Geometry from Entanglement Features,Sep-17,
Privacy Risk in Machine Learning: Analyzing the Connection to Overfitting,Sep-17,
Machine Learning and Social Robotics for Detecting Early Signs of Dementia,Sep-17,
Descriptors for Machine Learning of Materials Data,Sep-17,
Machine learning for analysis of plasma driven Ion source,Sep-17,
Linear vs Nonlinear Extreme Learning Machine for Spectral-Spatial Classification of Hyperspectral Image,Sep-17,
An Analysis of ISO 26262: Using Machine Learning Safely in Automotive Software,Sep-17,
Machine learning modeling of superconducting critical temperature,Sep-17,
Machine learning \& artificial intelligence in the quantum domain,Sep-17,
A Brief Introduction to Machine Learning for Engineers,Sep-17,
Gigamachine: incremental machine learning on desktop computers,Sep-17,
Sparse Representation Based Augmented Multinomial Logistic Extreme Learning Machine with Weighted Composite Features for Spectral Spatial Hyperspectral Image Classification,Sep-17,
Photometric redshifts for the Kilo-Degree Survey. Machine-learning analysis with artificial neural networks,Sep-17,
Jet Substructure at the Large Hadron Collider: A Review of Recent Advances in Theory and Machine Learning,Sep-17,
Catalyst design using actively learned machine with non-ab initio input features towards CO2 reduction reactions,Sep-17,
Detection of Unauthorized IoT Devices Using Machine Learning Techniques,Sep-17,
Machine Learning Assisted Many-Body Entanglement Measurement,Sep-17,
Anomaly Detection for a Water Treatment System Using Unsupervised Machine Learning,Sep-17,
Road Friction Estimation for Connected Vehicles using Supervised Machine Learning,Sep-17,
Leaving the Valley: Charting the Energy Landscape of Metal/Organic Interfaces via Machine Learning,Sep-17,
Machine learning technique to find quantum many-body ground states of bosons on a lattice,Sep-17,
Applying Machine Learning Methods to Enhance the Distribution of Social Services in Mexico,Sep-17,
Representation of Reynolds Stress Perturbations with Application in Machine-Learning-Assisted Turbulence Modeling,Sep-17,
An automatic taxonomy of galaxy morphology using unsupervised machine learning,Sep-17,
Machine learning approximation algorithms for high-dimensional fully nonlinear partial differential equations and second-order backward stochastic differential equations,Sep-17,
A Survey of Machine Learning for Big Code and Naturalness,Sep-17,
